-1.41991116,0.720717023,0.707059691,-1.18800374,1.42946034,-1.27131879,0.0402688721,0.39704326,-0.63437151
0.395382091,0.24009994,-0.913613602,0.770608158,-0.319914194,-0.156712884,0.787814816,-1.45153069,-0.406405642
0.345886022,-0.386987471,1.76631099,-0.656720748,-1.04991866,0.130521191,1.27274762,0.540242905,0.832535544
-1.11851321,0.247026959,-0.050402364,-1.3487328,0.643886933,-0.142081731,0.459709822,0.365622332,0.285300417
0.640620391,-0.683645964,0.58752805,0.707167697,0.203646892,1.15683635,0.0879232438,-0.111262155,-0.54005082
-0.800369637,-1.48451202,2.13886926,0.35277891,0.212464568,1.00661148,0.262012452,-0.54787135,-0.491775978
-0.614734082,-0.13829283,0.0981179639,0.0355945992,-0.748688494,-1.4310012,-0.312903964,-0.116233998,0.128855506
1.77802974,-0.243176433,0.359985703,-0.581466392,0.103297993,-0.152905931,-0.696328423,-0.127707617,0.103075721
1.0300134,0.810145358,0.322370505,-1.2707759,-0.0231955642,-0.135122012,-1.10318786,0.590433144,-0.718826999
1.60841234,-0.366820331,0.477902169,0.307091416,0.00169464402,-0.0950022272,1.37346164,-1.17058462,-0.620769067
0.813023015,0.384065897,-0.108543875,-1.3727469,-0.111740741,1.38082646,1.03678207,-0.924323632,-0.0408792767
-1.48681823,-0.568291793,-0.677763814,-0.280792514,1.32200983,0.368720856,0.739817169,0.734382212,-0.0886168172
0.531050304,-1.00934793,0.348613796,1.16994001,0.0458831366,0.383280481,-0.594546736,0.440882195,-0.344450552
0.0086835119,1.37815551,0.600897709,0.934935399,1.07747517,0.8646735,1.1166122,-0.107922272,0.608688766
-1.1290017,-0.812322903,1.10820475,-0.691592724,0.0691463588,-0.235375325,-0.313385992,-1.00263129,0.252873135
-0.00827616128,1.74221718,-0.64384668,-0.352668557,1.3703689,-0.315752309,-0.552439147,-0.0452188124,0.731646386
